,Name,Score rank,Popularity rank,Score,Episodes,Type,Link,Premiered,English name,Japanese name,Synonyms,Status,Aired,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Members Favorites,Members Total,Members Watching,Members Completed,Members On-Hold,Members Dropped,Members Plan to Watch,Members score 10,Members score 9,Members score 8,Members score 7,Members score 6,Members score 5,Members score 4,Members score 3,Members score 2,Members score 1,Members scored,F10
55,Natsume Yuujinchou Roku,56.0,1123,8.64,11.0,TV,https://myanimelist.net/anime/34591/Natsume_Yuujinchou_Roku,Spring 2017 ,Natsume's Book of Friends Season 6,夏目友人帳 陸,"Natsume Yuujinchou Season 6, Natsume's Book of Friends Six",Finished Airing ,"Apr 12, 2017 to Jun 21, 2017 ",Wednesdays at 01:35 (JST) ,"TV Tokyo, Aniplex, Nihon Ad Systems, Hakusensha ",,Shuka ,Manga ,"Slice of Life, Demons, Supernatural, Drama, Shoujo",23 min. per ep. ,PG-13 - Teens 13 or older ,856,143490,8396,67956,2686,1647,62805,14293.0,15783.0,13562.0,5794.0,1531.0,557.0,142.0,53.0,32.0,434.0,52181.0,0.012596385896756724
231,Tokyo Godfathers,232.0,753,8.29,1.0,Movie,https://myanimelist.net/anime/759/Tokyo_Godfathers,,Tokyo Godfathers,東京ゴッドファーザーズ,,Finished Airing ,"Nov 8, 2003 ",,"Dentsu, Genco, Tohokushinsha Film Corporation ","Sony Pictures Entertainment, GKIDS ",Madhouse ,Original ,"Comedy, Drama",1 hr. 32 min. ,PG-13 - Teens 13 or older ,1649,211181,3646,131207,1577,654,74097,17035.0,29659.0,35053.0,15942.0,4540.0,1358.0,417.0,152.0,83.0,208.0,104447.0,0.012567927016089081
1098,Minami-ke,1099.0,1048,7.68,13.0,TV,https://myanimelist.net/anime/2963/Minami-ke,Fall 2007 ,,みなみけ,"Minamike, The Minami Family",Finished Airing ,"Oct 8, 2007 to Dec 31, 2007 ",Mondays at Unknown ,"Starchild Records, Magic Capsule, Eye Move, Sunny Side Up ",,Daume ,Manga ,"Slice of Life, Comedy, School",24 min. per ep. ,PG-13 - Teens 13 or older ,1017,153354,6593,81009,5292,5236,55224,5435.0,11622.0,20522.0,17117.0,6593.0,2862.0,830.0,304.0,152.0,154.0,65591.0,0.012554160648816799
3319,Uta no☆Prince-sama♪: Maji Love 1000%,3320.0,926,7.08,13.0,TV,https://myanimelist.net/anime/10321/Uta_no☆Prince-sama♪__Maji_Love_1000,Summer 2011 ,Uta no Prince Sama,うたの☆プリンスさまっ♪ マジLOVE1000%,"Uta no Prince-sama Maji Love 1000%, UtaPri",Finished Airing ,"Jul 3, 2011 to Sep 24, 2011 ",,"Starchild Records, Movic, Dwango, Showgate ",Sentai Filmworks ,A-1 Pictures ,Visual novel ,"Harem, Music, Comedy, Romance, School, Shoujo",25 min. per ep. ,PG-13 - Teens 13 or older ,1485,173593,7379,118542,4717,9123,33832,9525.0,10026.0,15993.0,21012.0,14278.0,8612.0,3963.0,1795.0,1023.0,767.0,86994.0,0.012527205547400921
522,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,523.0,947,8.02,14.0,TV,https://myanimelist.net/anime/39468/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen,Fall 2019 ,Ascendance of a Bookworm,本好きの下剋上 ～司書になるためには手段を選んでいられません～,,Finished Airing ,"Oct 3, 2019 to Dec 26, 2019 ",Thursdays at 00:30 (JST) ,"WOWOW, Genco, MediaNet, KlockWorx, flying DOG, BS Fuji, Yomiuri TV Enterprise, Happinet, Tokyo Animator Gakuin, TO Books, JTB Next Creation ",Crunchyroll ,Ajia-Do ,Light novel ,"Slice of Life, Fantasy",23 min. per ep. ,PG-13 - Teens 13 or older ,1355,168796,11836,108324,3252,4536,40848,9244.0,20324.0,32524.0,17789.0,5280.0,2017.0,728.0,308.0,144.0,142.0,88500.0,0.012508769986337284
2541,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,2542.0,142,7.26,13.0,TV,https://myanimelist.net/anime/16592/Danganronpa__Kibou_no_Gakuen_to_Zetsubou_no_Koukousei_The_Animation,Summer 2013 ,Danganronpa: The Animation,ダンガンロンパ 希望の学園と絶望の高校生 THE ANIMATION,Dangan Ronpa: The Animation,Finished Airing ,"Jul 5, 2013 to Sep 27, 2013 ",Fridays at 01:35 (JST) ,"Geneon Universal Entertainment, Studio Hibari, Mainichi Broadcasting System, Showgate ",Funimation ,Lerche ,Game ,"Mystery, Horror, Psychological, School",24 min. per ep. ,R - 17+ (violence & profanity) ,6906,739163,27294,552543,12893,20236,126197,36567.0,56594.0,104627.0,117371.0,61681.0,30252.0,13916.0,5749.0,2674.0,1834.0,431265.0,0.012498574771556241
3573,Log Horizon: Entaku Houkai,3569.0,965,7.03,12.0,TV,https://myanimelist.net/anime/41109/Log_Horizon__Entaku_Houkai,Winter 2021 ,Log Horizon: Destruction of the Round Table,ログ・ホライズン 円卓崩壊,"Log Horizon 3rd Season, Log Horizon Third Season",Finished Airing ,"Jan 13, 2021 to Mar 31, 2021 ",Wednesdays at 19:25 (JST) ,,Funimation ,Studio Deen ,Light novel ,"Action, Game, Adventure, Magic, Fantasy",24 min. per ep. ,PG-13 - Teens 13 or older ,512,165241,32250,41101,4167,3973,83750,2084.0,2964.0,8591.0,14005.0,7151.0,2820.0,1098.0,351.0,152.0,123.0,39339.0,0.012457117831682928
3718,Strike Witches,3719.0,1074,6.99,12.0,TV,https://myanimelist.net/anime/3667/Strike_Witches,Summer 2008 ,Strike Witches,ストライクウィッチーズ,,Finished Airing ,"Jul 4, 2008 to Sep 19, 2008 ",Fridays at 01:20 (JST) ,"GDH, Kadokawa Shoten, KlockWorx, NTT Docomo ",Funimation ,Gonzo ,Original ,"Action, Ecchi, Magic, Military, Sci-Fi",24 min. per ep. ,R+ - Mild Nudity ,965,149436,6800,77489,4748,8977,51422,3980.0,6020.0,12889.0,17682.0,10237.0,5531.0,2746.0,1416.0,866.0,740.0,62107.0,0.012453380479810037
488,Tokyo Magnitude 8.0,489.0,634,8.04,11.0,TV,https://myanimelist.net/anime/6211/Tokyo_Magnitude_80,Summer 2009 ,Tokyo Magnitude 8.0,東京マグニチュード8.0,,Finished Airing ,"Jul 10, 2009 to Sep 18, 2009 ",Fridays at 00:45 (JST) ,"Dentsu, Fuji TV, Toho, Asmik Ace, Sony Music Entertainment, Sakura Create ",Maiden Japan ,"Bones, Kinema Citrus ",Original ,Drama,22 min. per ep. ,PG-13 - Teens 13 or older ,1553,248660,9578,125213,7539,5937,100393,15477.0,25024.0,33650.0,19731.0,7259.0,2993.0,1185.0,523.0,235.0,219.0,106296.0,0.012402865517158761
1618,Hellsing,1619.0,219,7.49,13.0,TV,https://myanimelist.net/anime/270/Hellsing,Fall 2001 ,Hellsing,Hellsing [ヘルシング],,Finished Airing ,"Oct 11, 2001 to Jan 17, 2002 ",,"Fuji TV, Pioneer LDC ","Funimation, Geneon Entertainment USA ",Gonzo ,Manga ,"Action, Horror, Supernatural, Vampire, Seinen",23 min. per ep. ,R - 17+ (violence & profanity) ,4865,575678,22471,392419,16305,17131,127352,33835.0,47213.0,78202.0,81280.0,38523.0,16868.0,7353.0,2711.0,1223.0,787.0,307995.0,0.012397462915913857
818,Gochuumon wa Usagi Desu ka??,819.0,1437,7.81,12.0,TV,https://myanimelist.net/anime/29787/Gochuumon_wa_Usagi_Desu_ka,Fall 2015 ,Is the Order a Rabbit??,ご注文はうさぎですか??,"Gochuumon wa Usagi desu ka? 2, GochiUsa 2",Finished Airing ,"Oct 10, 2015 to Dec 26, 2015 ",Saturdays at 21:30 (JST) ,"Frontier Works, AT-X, Magic Capsule, Bushiroad, Showgate, Houbunsha, NBCUniversal Entertainment Japan, i0+, Hakuhodo DY Music & Pictures, RAY ",Sentai Filmworks ,"Kinema Citrus, White Fox ",4-koma manga ,"Slice of Life, Comedy",23 min. per ep. ,PG-13 - Teens 13 or older ,750,104075,5523,60536,3172,2344,32500,5915.0,7949.0,15399.0,11725.0,4290.0,1727.0,480.0,166.0,80.0,113.0,47844.0,0.01238932205629708
1393,Ao no Exorcist,1395.0,29,7.56,25.0,TV,https://myanimelist.net/anime/9919/Ao_no_Exorcist,Spring 2011 ,Blue Exorcist,青の祓魔師(エクソシスト),Ao no Futsumashi,Finished Airing ,"Apr 17, 2011 to Oct 2, 2011 ",Sundays at 17:00 (JST) ,"Aniplex, Dentsu, Mainichi Broadcasting System, Movic, Sakura Create, Shueisha ",Aniplex of America ,A-1 Pictures ,Manga ,"Action, Demons, Fantasy, Shounen, Supernatural",24 min. per ep. ,PG-13 - Teens 13 or older ,14553,1515670,64157,1178390,38638,42053,192432,83329.0,142578.0,263595.0,260189.0,108626.0,44499.0,14751.0,4947.0,1955.0,1577.0,926046.0,0.012349901136296132
1460,Hetalia World Series,1461.0,1481,7.54,48.0,ONA,https://myanimelist.net/anime/8479/Hetalia_World_Series,,Hetalia World Series,ヘタリア Ｗorld Series,,Finished Airing ,"Mar 26, 2010 to Mar 11, 2011 ",,Frontier Works ,Funimation ,Studio Deen ,Web manga ,"Comedy, Historical, Parody",5 min. per ep. ,PG-13 - Teens 13 or older ,817,100212,6679,66877,5047,4234,17375,7516.0,8725.0,11960.0,12202.0,6000.0,3296.0,1229.0,576.0,319.0,395.0,52218.0,0.012216457077919164
793,Somali to Mori no Kamisama,795.0,757,7.82,12.0,TV,https://myanimelist.net/anime/39575/Somali_to_Mori_no_Kamisama,Winter 2020 ,Somali and the Forest Spirit,ソマリと森の神様,,Finished Airing ,"Jan 10, 2020 to Mar 27, 2020 ",Fridays at 00:30 (JST) ,"Movic, Crunchyroll, North Stars Pictures, JY Animation, CA-Cygames Anime Fund, Mixer ",,"Satelight, HORNETS ",Web manga ,"Adventure, Slice of Life, Demons, Drama, Fantasy",23 min. per ep. ,PG-13 - Teens 13 or older ,1140,210404,26696,93504,10424,11626,68154,9106.0,14716.0,27506.0,21314.0,7918.0,3149.0,902.0,265.0,124.0,125.0,85125.0,0.012191991786447639
1837,Toaru Majutsu no Index,1840.0,168,7.42,24.0,TV,https://myanimelist.net/anime/4654/Toaru_Majutsu_no_Index,Fall 2008 ,A Certain Magical Index,とある魔術の禁書目録,Toaru Majutsu no Kinsho Mokuroku,Finished Airing ,"Oct 5, 2008 to Mar 19, 2009 ",Sundays at 01:35 (JST) ,"Geneon Universal Entertainment, Square Enix, AT-X, ASCII Media Works, Kadokawa Contents Gate ",Funimation ,J.C.Staff ,Light novel ,"Action, Magic, Sci-Fi, Super Power",23 min. per ep. ,R - 17+ (violence & profanity) ,4896,666241,41969,403941,30812,28622,160897,27439.0,42532.0,90202.0,95698.0,41178.0,18533.0,7043.0,2647.0,1075.0,888.0,327235.0,0.01212058196617823
1841,Toaru Majutsu no Index,1842.0,166,7.42,24.0,TV,https://myanimelist.net/anime/4654/Toaru_Majutsu_no_Index,Fall 2008 ,A Certain Magical Index,とある魔術の禁書目録,Toaru Majutsu no Kinsho Mokuroku,Finished Airing ,"Oct 5, 2008 to Mar 19, 2009 ",Sundays at 01:35 (JST) ,"Geneon Universal Entertainment, Square Enix, AT-X, ASCII Media Works, Kadokawa Contents Gate ",Funimation ,J.C.Staff ,Light novel ,"Action, Magic, Sci-Fi, Super Power",23 min. per ep. ,R - 17+ (violence & profanity) ,4897,666797,42003,404216,30824,28649,161105,27454.0,42546.0,90251.0,95790.0,41216.0,18552.0,7056.0,2651.0,1075.0,889.0,327480.0,0.01211480990361589
2301,Mnemosyne: Mnemosyne no Musume-tachi,2302.0,1020,7.31,6.0,TV,https://myanimelist.net/anime/3342/Mnemosyne__Mnemosyne_no_Musume-tachi,Winter 2008 ,Rin: Daughters of Mnemosyne,Mnemosyne－ムネモシュネの娘たち－,Mnemosyne: Daughters of Mnemosyne,Finished Airing ,"Feb 4, 2008 to Jul 7, 2008 ",,"VAP, Sotsu, Genco, AT-X, Showgate ",Funimation ,Xebec ,Original ,"Action, Horror, Sci-Fi, Shoujo Ai, Supernatural",45 min. per ep. ,R+ - Mild Nudity ,944,156760,8127,77973,5535,4734,60391,5244.0,9430.0,16578.0,16699.0,8863.0,4129.0,2100.0,836.0,459.0,429.0,64767.0,0.012106754902337988
461,Paprika,462.0,376,8.06,1.0,Movie,https://myanimelist.net/anime/1943/Paprika,,Paprika,パプリカ,,Finished Airing ,"Nov 25, 2006 ",,"Sony Pictures Entertainment, Cyclone Graphics ",,Madhouse ,Novel ,"Dementia, Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller",1 hr. 30 min. ,R+ - Mild Nudity ,3115,392856,6693,257570,2915,1494,124184,29855.0,49929.0,62769.0,37237.0,13062.0,5106.0,2063.0,669.0,474.0,549.0,201713.0,0.012093799743758979
1844,BNA,1847.0,649,7.42,12.0,ONA,https://myanimelist.net/anime/40060/BNA,,,BNA ビー・エヌ・エー,Brand New Animal,Finished Airing ,"Apr 9, 2020 to May 6, 2020 ",,"Movic, Fuji TV, Ultra Super Pictures, BS Fuji, TOHO animation, Hakuhodo DY Media Partners, Bandai Spirits, Toho Music ",,Trigger ,Original ,"Action, Super Power, Fantasy",22 min. per ep. ,PG-13 - Teens 13 or older ,1787,244174,21617,148635,7124,7889,58909,7989.0,16785.0,38313.0,39613.0,16010.0,6486.0,2542.0,866.0,380.0,285.0,129269.0,0.012022740269788407
1847,BNA,1848.0,650,7.42,12.0,ONA,https://myanimelist.net/anime/40060/BNA,,,BNA ビー・エヌ・エー,Brand New Animal,Finished Airing ,"Apr 9, 2020 to May 6, 2020 ",,"Movic, Fuji TV, Ultra Super Pictures, BS Fuji, TOHO animation, Hakuhodo DY Media Partners, Bandai Spirits, Toho Music ",,Trigger ,Original ,"Action, Super Power, Fantasy",22 min. per ep. ,PG-13 - Teens 13 or older ,1788,244577,21620,148927,7134,7908,58988,8004.0,16818.0,38366.0,39692.0,16036.0,6503.0,2549.0,870.0,381.0,285.0,129504.0,0.012005882076453565
437,Omoide no Marnie,438.0,778,8.09,1.0,Movie,https://myanimelist.net/anime/21557/Omoide_no_Marnie,,When Marnie Was There,思い出のマーニー,,Finished Airing ,"Jul 19, 2014 ",,"Dentsu, Toho, Walt Disney Studios, Nippon Television Network ",GKIDS ,Studio Ghibli ,Novel ,"Mystery, Psychological, Drama",1 hr. 43 min. ,G - All Ages ,1694,206338,3651,141503,1491,620,59073,19451.0,25493.0,31861.0,20630.0,7818.0,3102.0,1119.0,345.0,165.0,320.0,110304.0,0.01197147763651654
421,Mobile Suit Gundam 00 Second Season,422.0,1221,8.1,25.0,TV,https://myanimelist.net/anime/3927/Mobile_Suit_Gundam_00_Second_Season,Fall 2008 ,Mobile Suit Gundam 00: Second Season,機動戦士ガンダム00 セカンドシーズン,"Kidou Senshi Gundam 00 2nd Season, Mobile Suit Gundam 00 2nd Season, Gundam 00 S2",Finished Airing ,"Oct 5, 2008 to Mar 29, 2009 ",,Mainichi Broadcasting System ,Bandai Entertainment ,Sunrise ,Original ,"Action, Drama, Mecha, Military, Sci-Fi, Space",24 min. per ep. ,R - 17+ (violence & profanity) ,1258,130185,4265,105273,2407,1547,16693,13231.0,20891.0,24902.0,14757.0,5210.0,2129.0,947.0,349.0,139.0,143.0,82698.0,0.011949882685968862
214,Diamond no Ace: Second Season,215.0,1407,8.31,51.0,TV,https://myanimelist.net/anime/30230/Diamond_no_Ace__Second_Season,Spring 2015 ,Ace of Diamond: Second Season,ダイヤのA[エース]～Second Season～,"Daiya no Ace: Second Season, Ace of the Diamond: 2nd Season",Finished Airing ,"Apr 6, 2015 to Mar 28, 2016 ",Mondays at 18:00 (JST) ,"TV Tokyo, Sotsu ",,"Production I.G, Madhouse ",Manga ,"Comedy, Sports, School, Shounen",24 min. per ep. ,PG-13 - Teens 13 or older ,876,107078,9401,73574,3901,2183,18019,9863.0,16617.0,19291.0,9317.0,2620.0,935.0,250.0,96.0,94.0,118.0,59201.0,0.011906379971185474
1658,Gabriel DropOut,1659.0,409,7.48,12.0,TV,https://myanimelist.net/anime/33731/Gabriel_DropOut,Winter 2017 ,Gabriel DropOut,ガヴリールドロップアウト,,Finished Airing ,"Jan 9, 2017 to Mar 27, 2017 ",Mondays at 22:30 (JST) ,"Media Factory, AT-X, Sony Music Communications, Kadokawa Media House, NTT Plala ",,Doga Kobo ,Manga ,"Comedy, Demons, Supernatural, School, Shounen",23 min. per ep. ,PG-13 - Teens 13 or older ,2727,363297,23323,229041,11664,15251,84018,13053.0,23493.0,57848.0,58885.0,22726.0,9202.0,3027.0,1112.0,477.0,432.0,190255.0,0.01190616527171991
1321,Seitokai Yakuindomo,1322.0,352,7.59,13.0,TV,https://myanimelist.net/anime/8675/Seitokai_Yakuindomo,Summer 2010 ,,生徒会役員共,SYD,Finished Airing ,"Jul 4, 2010 to Sep 26, 2010 ",Sundays at 00:30 (JST) ,"Starchild Records, Dream Force ",Sentai Filmworks ,GoHands ,4-koma manga ,"Comedy, School, Shounen, Slice of Life",24 min. per ep. ,R - 17+ (violence & profanity) ,2887,412020,21940,243077,13318,14419,119266,16523.0,29361.0,58625.0,52975.0,20878.0,8827.0,3392.0,1334.0,689.0,565.0,193169.0,0.011876894975666148
2165,Amagami SS,2173.0,503,7.34,25.0,TV,https://myanimelist.net/anime/8676/Amagami_SS,Summer 2010 ,Amagami SS,アマガミSS,,Finished Airing ,"Jul 2, 2010 to Dec 24, 2010 ",,"Pony Canyon, TBS, Movic ",Sentai Filmworks ,AIC ,Visual novel ,"Slice of Life, Comedy, Romance, School",24 min. per ep. ,PG-13 - Teens 13 or older ,1911,305734,17728,161383,11956,17155,97512,10336.0,17927.0,35054.0,37534.0,18932.0,9773.0,3718.0,1518.0,682.0,665.0,136139.0,0.011841395933896383
2258,Fate/stay night,2259.0,133,7.32,24.0,TV,https://myanimelist.net/anime/356/Fate_stay_night,Winter 2006 ,Fate/stay night,Fate/stay night,Fate - Stay Night,Finished Airing ,"Jan 7, 2006 to Jun 17, 2006 ",Saturdays at 01:30 (JST) ,"Geneon Universal Entertainment, Frontier Works, TBS, KlockWorx, Notes ","Sentai Filmworks, Geneon Entertainment USA ",Studio Deen ,Visual novel ,"Action, Supernatural, Magic, Romance, Fantasy",24 min. per ep. ,R - 17+ (violence & profanity) ,6349,773575,31855,537360,21029,24967,158364,36705.0,59435.0,106236.0,114540.0,59090.0,27873.0,13952.0,5389.0,2522.0,1838.0,427580.0,0.011815170463004317
405,Kaze Tachinu,407.0,711,8.11,1.0,Movie,https://myanimelist.net/anime/16662/Kaze_Tachinu,,The Wind Rises,風立ちぬ,Kaze Tachinu,Finished Airing ,"Jul 20, 2013 ",,Nichion ,Walt Disney Studios ,Studio Ghibli ,Manga ,"Drama, Historical, Romance",2 hr. 6 min. ,PG-13 - Teens 13 or older ,1940,225571,3464,164719,1589,675,55124,22181.0,30477.0,38120.0,23598.0,8700.0,3310.0,1164.0,371.0,189.0,173.0,128283.0,0.011777633424195145
263,Kuroshitsuji Movie: Book of the Atlantic,264.0,1112,8.25,1.0,Movie,https://myanimelist.net/anime/31812/Kuroshitsuji_Movie__Book_of_the_Atlantic,,Black Butler: Book of the Atlantic,劇場版 黒執事 Book of the Atlantic,,Finished Airing ,"Jan 21, 2017 ",,"Aniplex, WOWOW, Square Enix, Mainichi Broadcasting System, Movic, Hakuhodo DY Music & Pictures, Lawson, Kinoshita Group Holdings ",Funimation ,A-1 Pictures ,Manga ,"Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen",1 hr. 40 min. ,R - 17+ (violence & profanity) ,1056,144432,3252,89876,1185,649,49470,13903.0,15303.0,17892.0,10515.0,3680.0,1326.0,463.0,162.0,85.0,304.0,63633.0,0.011749521563042414
1846,Chobits,1849.0,351,7.42,26.0,TV,https://myanimelist.net/anime/59/Chobits,Spring 2002 ,Chobits,ちょびっツ,,Finished Airing ,"Apr 3, 2002 to Sep 25, 2002 ",Wednesdays at 02:20 (JST) ,"TBS, Pioneer LDC ","Funimation, Geneon Entertainment USA ",Madhouse ,Manga ,"Sci-Fi, Comedy, Drama, Romance, Ecchi, Seinen",24 min. per ep. ,PG-13 - Teens 13 or older ,3253,414568,15849,278847,18537,22928,78407,20829.0,33202.0,56683.0,60278.0,30628.0,15252.0,5935.0,2180.0,1209.0,837.0,227033.0,0.011665895634523592
2580,Kiniro Mosaic,2583.0,1008,7.25,12.0,TV,https://myanimelist.net/anime/16732/Kiniro_Mosaic,Summer 2013 ,KINMOZA!,きんいろモザイク,"Kinmosa, Golden Mosaic",Finished Airing ,"Jul 6, 2013 to Sep 21, 2013 ",,"Media Factory, Showgate ",Sentai Filmworks ,Studio Gokumi ,4-koma manga ,"Slice of Life, Comedy, School, Seinen",24 min. per ep. ,PG-13 - Teens 13 or older ,834,158096,10180,71676,7399,7905,60936,4052.0,6722.0,15076.0,18774.0,9032.0,4533.0,1474.0,560.0,236.0,228.0,60687.0,0.011635693956135945
529,Kotonoha no Niwa,550.0,185,8.0,1.0,Movie,https://myanimelist.net/anime/16782/Kotonoha_no_Niwa,,The Garden of Words,言の葉の庭,"Koto no Ha no Niwa, The Garden of Kotonoha",Finished Airing ,"May 31, 2013 ",,"The Answer Studio, TOHO animation ",Sentai Filmworks ,CoMix Wave Films ,Original ,"Slice of Life, Psychological, Drama, Romance",46 min. ,PG-13 - Teens 13 or older ,5525,633226,11336,476629,3192,1046,141023,53974.0,88603.0,118449.0,76343.0,28130.0,10990.0,3919.0,1421.0,634.0,739.0,383202.0,0.011591825088276206
17845,Boku no Pico,,1079,4.31,1.0,OVA,https://myanimelist.net/anime/1639/Boku_no_Pico,,,ぼくのぴこ,"Boku no Piko, My Pico, Boku no Pico OVA 1 - My Pico",Finished Airing ,"Sep 7, 2006 ",,Natural High ,,"Sugar Boy, Blue Cat ",Original ,"Hentai, Yaoi",34 min. ,Rx - Hentai ,1419,148787,5721,122442,815,10121,9688,21246.0,1745.0,2573.0,3934.0,5708.0,7203.0,6070.0,5865.0,10021.0,37679.0,102044.0,0.011589160582153183
2423,Poputepipikku,2427.0,907,7.28,12.0,TV,https://myanimelist.net/anime/35330/Poputepipikku,Winter 2018 ,Pop Team Epic,ポプテピピック,"PPTP, Poptepipic",Finished Airing ,"Jan 7, 2018 to Mar 25, 2018 ",Sundays at 01:00 (JST) ,King Records ,"Funimation, Sentai Filmworks ",Kamikaze Douga ,4-koma manga ,"Comedy, Dementia, Parody",12 min. per ep. ,PG-13 - Teens 13 or older ,1041,177423,20771,89870,10792,20097,35893,11022.0,9157.0,18741.0,22237.0,11750.0,5902.0,3386.0,1744.0,1392.0,1821.0,87152.0,0.011583398241904973
2145,Nanbaka,2146.0,625,7.34,13.0,TV,https://myanimelist.net/anime/30016/Nanbaka,Fall 2016 ,Nanbaka,ナンバカ,"Nambaka, Numbaka, The Numbers",Finished Airing ,"Oct 5, 2016 to Dec 28, 2016 ",Wednesdays at 03:00 (JST) ,"Nihon Ad Systems, DAX Production, Sony Music Communications, Crunchyroll, comico, Tokuma Japan Communications, Nelke Planning ",Funimation ,Satelight ,Web manga ,"Action, Comedy, Drama",23 min. per ep. ,PG-13 - Teens 13 or older ,1586,252085,21657,137160,11101,18692,63475,9301.0,13346.0,27498.0,32519.0,15110.0,7341.0,3254.0,1430.0,710.0,501.0,111010.0,0.011563137941090698
3267,Boogiepop wa Warawanai (2019),3270.0,908,7.09,18.0,TV,https://myanimelist.net/anime/37451/Boogiepop_wa_Warawanai_2019,Winter 2019 ,Boogiepop and Others,ブギーポップは笑わない,"Boogiepop Never Laughs, Boogiepop Doesn't Laugh",Finished Airing ,"Jan 4, 2019 to Mar 29, 2019 ",Fridays at 21:00 (JST) ,"AT-X, Kadokawa Media House, Kadokawa ",Funimation ,Madhouse ,Light novel ,"Psychological, Mystery, Horror",23 min. per ep. ,R - 17+ (violence & profanity) ,593,177444,20193,51452,11990,21519,72290,2834.0,5550.0,12347.0,16060.0,8928.0,4913.0,2528.0,1018.0,446.0,338.0,54962.0,0.011525305138770117
1511,Zombieland Saga,1512.0,416,7.52,12.0,TV,https://myanimelist.net/anime/37976/Zombieland_Saga,Fall 2018 ,Zombie Land Saga,ゾンビランドサガ,,Finished Airing ,"Oct 4, 2018 to Dec 20, 2018 ",Thursdays at 23:30 (JST) ,"Avex Pictures, Cygames, dugout ",Funimation ,MAPPA ,Original ,"Comedy, Music, Supernatural",23 min. per ep. ,R - 17+ (violence & profanity) ,2224,358796,35032,193236,16619,26809,87100,11760.0,24042.0,54000.0,49944.0,19845.0,8389.0,3362.0,1342.0,599.0,578.0,173861.0,0.011509242584197561
58,Shingeki no Kyojin Season 3,59.0,32,8.63,12.0,TV,https://myanimelist.net/anime/35760/Shingeki_no_Kyojin_Season_3,Summer 2018 ,Attack on Titan Season 3,進撃の巨人 Season3,,Finished Airing ,"Jul 23, 2018 to Oct 15, 2018 ",Mondays at 00:35 (JST) ,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise ",Funimation ,Wit Studio ,Manga ,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",23 min. per ep. ,R - 17+ (violence & profanity) ,14276,1469277,65583,1240943,10746,6463,145542,252721.0,321263.0,266038.0,95725.0,23968.0,7427.0,2915.0,1154.0,558.0,1961.0,973730.0,0.011504154501858667
