,Name,Score rank,Popularity rank,Score,Episodes,Type,Link,Premiered,English name,Japanese name,Synonyms,Status,Aired,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Members Favorites,Members Total,Members Watching,Members Completed,Members On-Hold,Members Dropped,Members Plan to Watch,Members score 10,Members score 9,Members score 8,Members score 7,Members score 6,Members score 5,Members score 4,Members score 3,Members score 2,Members score 1,F10
39,Shigatsu wa Kimi no Uso,40.0,23,8.71,22.0,TV,https://myanimelist.net/anime/23273/Shigatsu_wa_Kimi_no_Uso,Fall 2014 ,Your Lie in April,四月は君の嘘,,Finished Airing ,"Oct 10, 2014 to Mar 20, 2015 ",Fridays at 01:20 (JST) ,"Aniplex, Dentsu, Kodansha, Fuji TV, Kyoraku Industrial Holdings ",Aniplex of America ,A-1 Pictures ,Manga ,"Drama, Music, Romance, School, Shounen",22 min. per ep. ,PG-13 - Teens 13 or older ,68603,1603592,87198,1156002,43507,38361,278524,334689.0,279402.0,203200.0,95699.0,35706.0,16418.0,7888.0,3329.0,1752.0,2943.0,0.05934505303624042
80,Sora yori mo Tooi Basho,81.0,402,8.56,13.0,TV,https://myanimelist.net/anime/35839/Sora_yori_mo_Tooi_Basho,Winter 2018 ,A Place Further Than The Universe,宇宙よりも遠い場所,"Uchuu yori mo Tooi Basho, A Story That Leads to the Antarctica, Yorimoi",Finished Airing ,"Jan 2, 2018 to Mar 27, 2018 ",Tuesdays at 20:30 (JST) ,"Media Factory, Movic, AT-X, Sony Music Communications, Docomo Anime Store, Kadokawa Media House, Kadokawa, NewGin, Crunchyroll SC Anime Fund ",,Madhouse ,Original ,"Adventure, Comedy, Drama",23 min. per ep. ,PG-13 - Teens 13 or older ,10646,369588,28860,179867,12169,7714,140978,41013.0,49287.0,41620.0,19019.0,6295.0,2592.0,844.0,323.0,176.0,332.0,0.05918817793147159
179,Bakemonogatari,180.0,65,8.35,15.0,TV,https://myanimelist.net/anime/5081/Bakemonogatari,Summer 2009 ,Bakemonogatari,化物語,Ghostory,Finished Airing ,"Jul 3, 2009 to Jun 25, 2010 ",Fridays at 23:00 (JST) ,"Aniplex, Kodansha ",Aniplex of America ,Shaft ,Light novel ,"Romance, Supernatural, Mystery, Vampire",24 min. per ep. ,R - 17+ (violence & profanity) ,41258,1133379,78849,701231,49915,36605,266779,122753.0,176105.0,168347.0,80512.0,28455.0,12864.0,6066.0,2769.0,1587.0,2261.0,0.05883653175629714
43,Great Teacher Onizuka,44.0,193,8.7,43.0,TV,https://myanimelist.net/anime/245/Great_Teacher_Onizuka,Summer 1999 ,Great Teacher Onizuka,グレート・ティーチャー・オニヅカ,GTO,Finished Airing ,"Jun 30, 1999 to Sep 17, 2000 ",Wednesdays at 19:30 (JST) ,"Aniplex, Fuji TV ","Discotek Media, Tokyopop ",Studio Pierrot ,Manga ,"Slice of Life, Comedy, Drama, School, Shounen",25 min. per ep. ,R - 17+ (violence & profanity) ,20053,626612,48376,352346,34937,19003,171950,90905.0,98221.0,75191.0,34301.0,10124.0,3873.0,1522.0,674.0,407.0,955.0,0.05691280729737247
29,Monogatari Series: Second Season,30.0,245,8.78,26.0,TV,https://myanimelist.net/anime/17074/Monogatari_Series__Second_Season,Summer 2013 ,Monogatari Series: Second Season,〈物語〉シリーズ セカンドシーズン,"Nekomonogatari: Shiro, Kabukimonogatari: Mayoi Jianshi, Otorimonogatari, Onimonogatari, Koimonogatari",Finished Airing ,"Jul 7, 2013 to Dec 29, 2013 ",Sundays at 00:00 (JST) ,"Aniplex, Kodansha, Cyclone Graphics ",Aniplex of America ,Shaft ,Light novel ,"Mystery, Comedy, Supernatural, Romance, Vampire",24 min. per ep. ,R - 17+ (violence & profanity) ,19940,538493,35748,354209,16679,5751,126106,85843.0,101661.0,66888.0,23698.0,6200.0,2454.0,1103.0,548.0,322.0,887.0,0.0562944476283776
487,SK∞,488.0,564,8.04,12.0,TV,https://myanimelist.net/anime/42923/SK∞,Winter 2021 ,SK8 the Infinity,SK∞ エスケーエイト,"SK Eight, Skate",Finished Airing ,"Jan 10, 2021 to Apr 4, 2021 ",Sundays at 02:00 (JST) ,"Aniplex, Movic, ABC Animation ",Aniplex of America ,Bones ,Original ,"Comedy, Sports",23 min. per ep. ,PG-13 - Teens 13 or older ,6484,275798,70138,116241,6350,6339,76730,20832.0,24474.0,37047.0,24901.0,8181.0,3073.0,1131.0,452.0,162.0,279.0,0.055780662588931613
142,Baccano!,142.0,140,8.41,13.0,TV,https://myanimelist.net/anime/2251/Baccano,Summer 2007 ,Baccano!,バッカーノ！,,Finished Airing ,"Jul 27, 2007 to Nov 2, 2007 ",Fridays at 00:30 (JST) ,"Aniplex, Sakura Create, Happinet Pictures ","Funimation, Aniplex of America ",Brain's Base ,Light novel ,"Action, Comedy, Historical, Mystery, Supernatural",24 min. per ep. ,R - 17+ (violence & profanity) ,20911,747649,36377,377244,31462,19040,283526,67933.0,100269.0,87950.0,43427.0,15020.0,6524.0,2747.0,1079.0,581.0,965.0,0.05543096775561705
17,Code Geass: Hangyaku no Lelouch R2,18.0,41,8.91,25.0,TV,https://myanimelist.net/anime/2904/Code_Geass__Hangyaku_no_Lelouch_R2,Spring 2008 ,Code Geass: Lelouch of the Rebellion R2,コードギアス 反逆のルルーシュ 続編,"Code Geass: Hangyaku no Lelouch 2nd Season, Code Geass: Hangyaku no Lelouch Second Season",Finished Airing ,"Apr 6, 2008 to Sep 28, 2008 ",Sundays at 17:00 (JST) ,"Bandai Visual, Mainichi Broadcasting System, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners ","Funimation, Bandai Entertainment ",Sunrise ,Original ,"Action, Military, Sci-Fi, Super Power, Drama, Mecha",24 min. per ep. ,R - 17+ (violence & profanity) ,62357,1358944,41683,1132117,19082,13347,152715,383399.0,265606.0,158865.0,69589.0,24159.0,10381.0,5601.0,2645.0,1411.0,2395.0,0.055079996148807944
59,Death Note,60.0,1,8.63,37.0,TV,https://myanimelist.net/anime/1535/Death_Note,Fall 2006 ,Death Note,デスノート,DN,Finished Airing ,"Oct 4, 2006 to Jun 27, 2007 ",Wednesdays at 00:56 (JST) ,"VAP, Konami, Ashi Production, Nippon Television Network, Shueisha ",VIZ Media ,Madhouse ,Manga ,"Mystery, Police, Psychological, Supernatural, Thriller, Shounen",23 min. per ep. ,R - 17+ (violence & profanity) ,129673,2849705,138381,2358843,82441,88009,182031,610959.0,593917.0,461854.0,221475.0,74584.0,30360.0,11355.0,4006.0,2424.0,3898.0,0.054973137254153835
238,Gyakkyou Burai Kaiji: Ultimate Survivor,239.0,599,8.28,26.0,TV,https://myanimelist.net/anime/3002/Gyakkyou_Burai_Kaiji__Ultimate_Survivor,Fall 2007 ,Kaiji: Ultimate Survivor,逆境無頼カイジ Ultimate Survivor,"Tobaku Mokushiroku Kaiji, The Suffering Pariah Kaiji",Finished Airing ,"Oct 3, 2007 to Apr 2, 2008 ",Wednesdays at 00:59 (JST) ,"VAP, Nippon Television Network ",Sentai Filmworks ,Madhouse ,Manga ,"Game, Psychological, Thriller, Seinen",23 min. per ep. ,R - 17+ (violence & profanity) ,7674,262105,14402,140177,9680,6630,91216,21068.0,36088.0,37930.0,17825.0,5677.0,2292.0,1087.0,361.0,219.0,316.0,0.054745072301447456
145,Houseki no Kuni (TV),146.0,470,8.41,12.0,TV,https://myanimelist.net/anime/35557/Houseki_no_Kuni_TV,Fall 2017 ,Land of the Lustrous,宝石の国,Country of Jewels,Finished Airing ,"Oct 7, 2017 to Dec 23, 2017 ",Saturdays at 21:30 (JST) ,"Mainichi Broadcasting System, Kodansha, Movic, AT-X, TOHO animation, Tokyo MX, Q-Tec, Kyoraku Industrial Holdings, BS11 ",Sentai Filmworks ,Orange ,Manga ,"Action, Drama, Fantasy, Mystery, Seinen",24 min. per ep. ,PG-13 - Teens 13 or older ,8989,327347,19166,167200,7963,7268,125750,26760.0,44974.0,41720.0,18299.0,5772.0,2352.0,999.0,420.0,213.0,567.0,0.05376196172248804
503,FLCL,504.0,179,8.03,6.0,OVA,https://myanimelist.net/anime/227/FLCL,,FLCL,フリクリ,"Fooly Cooly, Furi Kuri",Finished Airing ,"Apr 26, 2000 to Mar 16, 2001 ",,"Starchild Records, GANSIS ","Funimation, Synch-Point ","Gainax, Production I.G ",Original ,"Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha",25 min. per ep. ,PG-13 - Teens 13 or older ,22952,645278,23031,429342,16127,13997,162781,77257.0,77755.0,86332.0,57924.0,26292.0,12810.0,6833.0,3223.0,2269.0,2208.0,0.053458548197008446
107,Haikyuu!!,108.0,44,8.49,25.0,TV,https://myanimelist.net/anime/20583/Haikyuu,Spring 2014 ,Haikyu!!,ハイキュー!!,"High Kyuu!!, HQ!!",Finished Airing ,"Apr 6, 2014 to Sep 21, 2014 ",Sundays at 17:00 (JST) ,"Mainichi Broadcasting System, TOHO animation, Shueisha ",Sentai Filmworks ,Production I.G ,Manga ,"Comedy, Sports, Drama, School, Shounen",24 min. per ep. ,PG-13 - Teens 13 or older ,54465,1352169,92160,1028231,36098,25483,170197,182614.0,250824.0,252295.0,107915.0,27633.0,10765.0,3168.0,1276.0,764.0,1780.0,0.05296961480445542
57,Violet Evergarden,58.0,58,8.64,13.0,TV,https://myanimelist.net/anime/33352/Violet_Evergarden,Winter 2018 ,Violet Evergarden,ヴァイオレット・エヴァーガーデン,,Finished Airing ,"Jan 11, 2018 to Apr 5, 2018 ",Thursdays at 00:00 (JST) ,"Lantis, Pony Canyon, Rakuonsha, ABC Animation ",Funimation ,Kyoto Animation ,Light novel ,"Slice of Life, Drama, Fantasy",24 min. per ep. ,PG-13 - Teens 13 or older ,37026,1184143,99784,710605,41171,37244,295339,195473.0,179001.0,139486.0,64903.0,25619.0,11673.0,5098.0,1911.0,898.0,1603.0,0.05210489653182851
35,Made in Abyss,36.0,98,8.72,13.0,TV,https://myanimelist.net/anime/34599/Made_in_Abyss,Summer 2017 ,Made in Abyss,メイドインアビス,,Finished Airing ,"Jul 7, 2017 to Sep 29, 2017 ",Fridays at 21:30 (JST) ,"Media Factory, AT-X, Takeshobo, Sony Music Communications, Kadokawa Media House, Cygames, Kanetsu Investment, Global Solutions ",Sentai Filmworks ,Kinema Citrus ,Web manga ,"Sci-Fi, Adventure, Mystery, Drama, Fantasy",25 min. per ep. ,R - 17+ (violence & profanity) ,30861,939900,57415,596697,22220,13153,250415,140273.0,177224.0,119568.0,45144.0,13326.0,5339.0,2223.0,976.0,521.0,995.0,0.05171971704231796
138,3-gatsu no Lion,139.0,276,8.42,22.0,TV,https://myanimelist.net/anime/31646/3-gatsu_no_Lion,Fall 2016 ,March comes in like a lion,3月のライオン,Sangatsu no Lion,Finished Airing ,"Oct 8, 2016 to Mar 18, 2017 ",Saturdays at 23:00 (JST) ,"Aniplex, Dentsu, NHK, Hakusensha, Asmik Ace, Toy's Factory ",Aniplex of America ,Shaft ,Manga ,"Drama, Game, Seinen, Slice of Life",25 min. per ep. ,PG-13 - Teens 13 or older ,11803,506398,48443,228257,28252,17258,184188,38477.0,64518.0,62652.0,27510.0,9130.0,3962.0,1465.0,554.0,335.0,702.0,0.05170925754741366
1199,Fairy Tail,1201.0,35,7.63,175.0,TV,https://myanimelist.net/anime/6702/Fairy_Tail,Fall 2009 ,Fairy Tail,FAIRY TAIL（フェアリーテイル）,,Finished Airing ,"Oct 12, 2009 to Mar 30, 2013 ",Saturdays at 10:30 (JST) ,"TV Tokyo, Dentsu, Pony Canyon, Kodansha, DAX Production, Sakura Create ",Funimation ,"Satelight, A-1 Pictures ",Manga ,"Action, Adventure, Comedy, Magic, Fantasy, Shounen",24 min. per ep. ,PG-13 - Teens 13 or older ,40224,1400672,192646,787358,114737,160181,145750,137319.0,137075.0,177134.0,166946.0,93056.0,58501.0,30495.0,14852.0,8300.0,7670.0,0.051087307171578875
252,Horimiya,253.0,182,8.26,13.0,TV,https://myanimelist.net/anime/42897/Horimiya,Winter 2021 ,Horimiya,ホリミヤ,Hori-san and Miyamura-kun,Finished Airing ,"Jan 10, 2021 to Apr 4, 2021 ",Sundays at 00:30 (JST) ,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, Kanetsu Investment, My Theater D.D., Global Solutions, Mirai-Kojo ",Funimation ,CloverWorks ,Manga ,"Slice of Life, Comedy, Romance, School, Shounen",23 min. per ep. ,PG-13 - Teens 13 or older ,15592,634312,167507,306302,10775,10258,139470,60338.0,88421.0,101513.0,50809.0,15764.0,6178.0,2318.0,807.0,351.0,906.0,0.05090400976813733
98,Rainbow: Nisha Rokubou no Shichinin,99.0,482,8.51,26.0,TV,https://myanimelist.net/anime/6114/Rainbow__Nisha_Rokubou_no_Shichinin,Spring 2010 ,Rainbow,RAINBOW 二舎六房の七人,Rainbow: Nisha Rokubou no Shichinin,Finished Airing ,"Apr 7, 2010 to Sep 29, 2010 ",,"VAP, Nippon Television Network ",Funimation ,Madhouse ,Manga ,"Drama, Historical, Seinen, Thriller",22 min. per ep. ,R - 17+ (violence & profanity) ,7203,319863,21985,141609,16694,12650,126925,33679.0,37733.0,31899.0,15163.0,5689.0,2705.0,1286.0,536.0,290.0,624.0,0.05086541109675233
101,Shingeki no Kyojin,102.0,2,8.5,25.0,TV,https://myanimelist.net/anime/16498/Shingeki_no_Kyojin,Spring 2013 ,Attack on Titan,進撃の巨人,AoT,Finished Airing ,"Apr 7, 2013 to Sep 29, 2013 ",Sundays at 01:58 (JST) ,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Mad Box, Pony Canyon Enterprise ",Funimation ,Wit Studio ,Manga ,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",24 min. per ep. ,R - 17+ (violence & profanity) ,123917,2817912,154333,2440976,39937,46495,136171,537448.0,577008.0,514379.0,241482.0,75645.0,32801.0,12429.0,4919.0,2891.0,5912.0,0.05076534959786577
213,Beck,214.0,584,8.31,26.0,TV,https://myanimelist.net/anime/57/Beck,Fall 2004 ,Beck: Mongolian Chop Squad,ベック,BECK,Finished Airing ,"Oct 7, 2004 to Mar 31, 2005 ",Thursdays at 01:30 (JST) ,"Marvelous, Starchild Records, Asatsu DK, Kodansha ",Funimation ,Madhouse ,Manga ,"Comedy, Drama, Music, Shounen, Slice of Life",25 min. per ep. ,R - 17+ (violence & profanity) ,6857,269929,11494,138171,10661,8762,100841,24577.0,32177.0,32317.0,18242.0,6832.0,3107.0,1221.0,459.0,224.0,254.0,0.04962691158057769
100,Samurai Champloo,101.0,94,8.5,26.0,TV,https://myanimelist.net/anime/205/Samurai_Champloo,Spring 2004 ,Samurai Champloo,サムライチャンプルー,SAMURAI CHAMPLOO,Finished Airing ,"May 20, 2004 to Mar 19, 2005 ",Saturdays at 10:30 (JST) ,"Victor Entertainment, Fuji TV, Barnum Studio, Tokuma Shoten, flying DOG ","Funimation, Geneon Entertainment USA ",Manglobe ,Original ,"Action, Adventure, Comedy, Historical, Samurai, Shounen",24 min. per ep. ,R - 17+ (violence & profanity) ,28206,957054,64652,584817,48699,21390,237496,111309.0,156350.0,141330.0,66206.0,18841.0,6892.0,2094.0,816.0,369.0,975.0,0.048230472096399385
632,Higurashi no Naku Koro ni,633.0,167,7.93,26.0,TV,https://myanimelist.net/anime/934/Higurashi_no_Naku_Koro_ni,Spring 2006 ,When They Cry,ひぐらしのなく頃に,"When the Cicadas Cry, The Moment the Cicadas Cry",Finished Airing ,"Apr 5, 2006 to Sep 27, 2006 ",Wednesdays at 01:30 (JST) ,"Geneon Universal Entertainment, Frontier Works, Sotsu, DAX Production ","Sentai Filmworks, Geneon Entertainment USA ",Studio Deen ,Visual novel ,"Mystery, Dementia, Horror, Psychological, Supernatural, Thriller",24 min. per ep. ,R - 17+ (violence & profanity) ,18088,666260,40550,379177,34380,31262,180891,53488.0,71993.0,91884.0,62281.0,26720.0,12202.0,6300.0,2717.0,1776.0,1581.0,0.04770331533821935
192,Given,193.0,469,8.34,11.0,TV,https://myanimelist.net/anime/39533/Given,Summer 2019 ,,ギヴン,,Finished Airing ,"Jul 12, 2019 to Sep 20, 2019 ",Fridays at 00:55 (JST) ,"Aniplex, Dentsu, Movic, Fuji TV, Shinshokan ",,Lerche ,Manga ,"Drama, Music, Romance, Shounen Ai, Slice of Life",22 min. per ep. ,PG-13 - Teens 13 or older ,10398,328477,19327,219624,5949,7247,76330,43133.0,43784.0,48034.0,27549.0,8989.0,3567.0,1187.0,470.0,267.0,469.0,0.04734455250792263
665,Ergo Proxy,666.0,276,7.92,23.0,TV,https://myanimelist.net/anime/790/Ergo_Proxy,Winter 2006 ,Ergo Proxy,エルゴプラクシー,,Finished Airing ,"Feb 25, 2006 to Aug 12, 2006 ",Saturdays at 19:00 (JST) ,"Geneon Universal Entertainment, WOWOW, Sakura Create ","Funimation, Geneon Entertainment USA ",Manglobe ,Original ,"Psychological, Mystery, Sci-Fi",25 min. per ep. ,R - 17+ (violence & profanity) ,10461,503928,30294,221191,27510,19654,205279,27861.0,43374.0,56046.0,38968.0,16871.0,7939.0,3736.0,1451.0,764.0,767.0,0.0472939676569119
357,Cardcaptor Sakura,358.0,425,8.15,70.0,TV,https://myanimelist.net/anime/232/Cardcaptor_Sakura,Spring 1998 ,Cardcaptor Sakura,カードキャプターさくら,"CCS, Cardcaptors, Card Captor Sakura",Finished Airing ,"Apr 7, 1998 to Mar 21, 2000 ",Tuesdays at 18:00 (JST) ,"NHK, Kodansha, Sogo Vision, YTV ","Nelvana, NIS America, Inc., Geneon Entertainment USA ",Madhouse ,Manga ,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",25 min. per ep. ,PG - Children ,10430,353034,24274,222427,21835,14885,69613,35801.0,39456.0,50096.0,36729.0,13622.0,5360.0,1299.0,518.0,268.0,454.0,0.04689178921623724
493,D.Gray-man,494.0,209,8.04,103.0,TV,https://myanimelist.net/anime/1482/DGray-man,Fall 2006 ,D.Gray-man,ディー・グレイマン,"D. Gray-man, D. Grey-man",Finished Airing ,"Oct 3, 2006 to Sep 30, 2008 ",Tuesdays at 18:00 (JST) ,"TV Tokyo, Aniplex, Dentsu, Half H.P Studio, Sony Music Entertainment, Studio Jack ",Funimation ,TMS Entertainment ,Manga ,"Action, Adventure, Comedy, Super Power, Demons, Shounen",23 min. per ep. ,PG-13 - Teens 13 or older ,12436,589133,54881,266643,55153,43275,169181,39948.0,53668.0,71019.0,51950.0,21325.0,10768.0,3798.0,1251.0,630.0,513.0,0.046639139223606095
178,Katanagatari,179.0,314,8.36,12.0,TV,https://myanimelist.net/anime/6594/Katanagatari,Winter 2010 ,Katanagatari,刀語,Sword Story,Finished Airing ,"Jan 26, 2010 to Dec 11, 2010 ",Tuesdays at 01:10 (JST) ,"Aniplex, Lantis, Kodansha, Movic, Fuji TV ","NIS America, Inc. ",White Fox ,Light novel ,"Action, Adventure, Historical, Martial Arts, Romance",50 min. per ep. ,R - 17+ (violence & profanity) ,9613,465126,35048,210135,23377,13710,182856,36216.0,53168.0,50643.0,26198.0,9391.0,3894.0,1707.0,653.0,326.0,667.0,0.04574678183072787
1465,Ishuzoku Reviewers,1466.0,439,7.54,12.0,TV,https://myanimelist.net/anime/40010/Ishuzoku_Reviewers,Winter 2020 ,Interspecies Reviewers,異種族レビュアーズ,,Finished Airing ,"Jan 11, 2020 to Mar 28, 2020 ",Saturdays at 23:00 (JST) ,"AT-X, Docomo Anime Store, Kadokawa Media House, Kadokawa, Toyo Recording ",,Passione ,Manga ,"Comedy, Ecchi, Fantasy",23 min. per ep. ,R+ - Mild Nudity ,7880,343505,77297,173731,11306,20034,61137,78210.0,20205.0,37302.0,37044.0,17847.0,8016.0,3716.0,1954.0,1440.0,5072.0,0.04535747794003373
11,Koe no Katachi,12.0,24,8.98,1.0,Movie,https://myanimelist.net/anime/28851/Koe_no_Katachi,,A Silent Voice,聲の形,The Shape of Voice,Finished Airing ,"Sep 17, 2016 ",,"Shochiku, Pony Canyon, Kodansha, ABC Animation, Quaras ","Eleven Arts, NYAV Post ",Kyoto Animation ,Manga ,"Drama, School, Shounen",2 hr. 10 min. ,PG-13 - Teens 13 or older ,59200,1560913,33336,1307006,4648,2136,213787,441476.0,337137.0,180893.0,71777.0,22249.0,8218.0,3540.0,1402.0,803.0,2271.0,0.04529435978105686
241,Initial D First Stage,242.0,630,8.28,26.0,TV,https://myanimelist.net/anime/185/Initial_D_First_Stage,Spring 1998 ,Initial D First Stage,頭文字〈イニシャル〉D,ID,Finished Airing ,"Apr 19, 1998 to Dec 6, 1998 ",Tuesdays at 00:00 (JST) ,"OB Planning, Fuji TV ","Funimation, Tokyopop ","Gallop, Studio Comet ",Manga ,"Action, Cars, Drama, Seinen, Sports",25 min. per ep. ,PG-13 - Teens 13 or older ,7206,250334,15862,160699,8776,5280,59717,24414.0,31972.0,40577.0,21845.0,6167.0,2237.0,696.0,233.0,160.0,234.0,0.04484159826756856
73,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,74.0,195,8.59,39.0,TV,https://myanimelist.net/anime/37991/JoJo_no_Kimyou_na_Bouken_Part_5__Ougon_no_Kaze,Fall 2018 ,JoJo's Bizarre Adventure: Golden Wind,ジョジョの奇妙な冒険 黄金の風,"JoJo's Bizarre Adventure Part 5: Golden Wind, JoJo no Kimyou na Bouken Part 5: Ougon no Kaze, Le Bizzarre Avventure Di GioGio Parte 5: Vento Aureo",Finished Airing ,"Oct 6, 2018 to Jul 28, 2019 ",Saturdays at 01:05 (JST) ,"Warner Bros. Japan, KlockWorx, Medicos Entertainment, Shueisha ",VIZ Media ,David Production ,Manga ,"Action, Adventure, Shounen",23 min. per ep. ,R - 17+ (violence & profanity) ,20115,621821,67072,449699,11865,6446,86739,104637.0,130855.0,101030.0,39588.0,12181.0,4915.0,2395.0,970.0,612.0,1747.0,0.04472991934605147
92,Slam Dunk,93.0,736,8.52,101.0,TV,https://myanimelist.net/anime/170/Slam_Dunk,Fall 1993 ,Slam Dunk,スラムダンク,,Finished Airing ,"Oct 16, 1993 to Mar 23, 1996 ",,"TV Asahi, Animax ","Flatiron Film Company, Geneon Entertainment USA ",Toei Animation ,Manga ,"Comedy, Drama, School, Shounen, Sports",23 min. per ep. ,PG-13 - Teens 13 or older ,5137,216118,16781,115547,13047,8332,62411,25558.0,28660.0,27337.0,13456.0,4282.0,1705.0,521.0,224.0,128.0,472.0,0.044458099301582905
391,Wonder Egg Priority,392.0,339,8.12,12.0,TV,https://myanimelist.net/anime/43299/Wonder_Egg_Priority,Winter 2021 ,,ワンダーエッグ・プライオリティ,,Finished Airing ,"Jan 13, 2021 to Mar 31, 2021 ",Wednesdays at 01:29 (JST) ,"Aniplex, D.N. Dream Partners ",Funimation ,CloverWorks ,Original ,"Drama, Fantasy, Psychological",23 min. per ep. ,R - 17+ (violence & profanity) ,6901,433897,104246,156026,13151,8736,151738,23658.0,43478.0,54321.0,27596.0,9295.0,3699.0,1844.0,679.0,347.0,510.0,0.0442298078525374
40,Vinland Saga,41.0,124,8.71,24.0,TV,https://myanimelist.net/anime/37521/Vinland_Saga,Summer 2019 ,,ヴィンランド・サガ,,Finished Airing ,"Jul 8, 2019 to Dec 30, 2019 ",Mondays at 00:10 (JST) ,"Production I.G, Dentsu, Kodansha, Twin Engine ",,Wit Studio ,Manga ,"Action, Adventure, Drama, Historical, Seinen",24 min. per ep. ,R - 17+ (violence & profanity) ,20114,790501,91022,455493,24241,13049,206696,102894.0,157807.0,101803.0,33770.0,8826.0,3479.0,1608.0,851.0,657.0,1065.0,0.044158746676677796
104,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,105.0,152,8.5,39.0,TV,https://myanimelist.net/anime/31933/JoJo_no_Kimyou_na_Bouken_Part_4__Diamond_wa_Kudakenai,Spring 2016 ,JoJo's Bizarre Adventure: Diamond is Unbreakable,ジョジョの奇妙な冒険 ダイヤモンドは砕けない,"JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai, Diamond is not Crash",Finished Airing ,"Apr 2, 2016 to Dec 24, 2016 ",Saturdays at 00:30 (JST) ,"Warner Bros. Japan, KlockWorx, Medicos Entertainment, Shueisha ",VIZ Media ,David Production ,Manga ,"Action, Adventure, Comedy, Supernatural, Drama, Shounen",23 min. per ep. ,R - 17+ (violence & profanity) ,25033,711873,47364,568207,12527,6921,76854,103583.0,154905.0,135276.0,57758.0,16302.0,5392.0,2293.0,895.0,556.0,1357.0,0.044056127432432195
449,Koukyoushihen Eureka Seven,450.0,380,8.08,50.0,TV,https://myanimelist.net/anime/237/Koukyoushihen_Eureka_Seven,Spring 2005 ,Eureka Seven,交響詩篇エウレカセブン,Psalms of Planets Eureka Seven,Finished Airing ,"Apr 17, 2005 to Apr 2, 2006 ",Sundays at 07:00 (JST) ,"Aniplex, Bandai Visual, Kadokawa Shoten, Mainichi Broadcasting System, Bandai, Ashi Production, Sony Music Entertainment, Bandai Namco Games, Hakuhodo DY Media Partners, Bandai Channel, USEN ","Funimation, Bandai Entertainment ",Bones ,Original ,"Adventure, Drama, Mecha, Romance, Sci-Fi",24 min. per ep. ,PG-13 - Teens 13 or older ,8520,387052,20252,194432,21714,17796,132858,28965.0,37436.0,45453.0,31806.0,12763.0,6218.0,2553.0,928.0,475.0,452.0,0.043819947333772216
128,Koukaku Kidoutai: Stand Alone Complex,129.0,451,8.44,26.0,TV,https://myanimelist.net/anime/467/Koukaku_Kidoutai__Stand_Alone_Complex,Fall 2002 ,Ghost in the Shell: Stand Alone Complex,攻殻機動隊 STAND ALONE COMPLEX,"Ghost in the Shell SAC, Ghost in the Shell: Stand Alone Complex",Finished Airing ,"Oct 1, 2002 to Oct 1, 2003 ",,"Bandai Visual, Dentsu, Victor Entertainment, Animax, Kodansha, Trilogy Future Studio, Tokuma Shoten, Nippon Television Network ","Bandai Entertainment, Manga Entertainment ",Production I.G ,Manga ,"Action, Military, Sci-Fi, Police, Mecha, Seinen",25 min. per ep. ,R - 17+ (violence & profanity) ,7592,336410,17907,174910,16367,8515,118711,29960.0,44344.0,40789.0,19496.0,6049.0,2708.0,1001.0,426.0,234.0,566.0,0.04340517980675776
189,Shirobako,190.0,406,8.34,24.0,TV,https://myanimelist.net/anime/25835/Shirobako,Fall 2014 ,Shirobako,SHIROBAKO,White Box,Finished Airing ,"Oct 9, 2014 to Mar 26, 2015 ",Thursdays at 23:30 (JST) ,"Sotsu, Movic, Warner Bros. Japan, KlockWorx, Showgate, Infinite, Imagine ",Sentai Filmworks ,P.A. Works ,Original ,"Comedy, Drama",24 min. per ep. ,PG-13 - Teens 13 or older ,5769,365303,27967,133790,20276,13644,169626,20297.0,35319.0,36555.0,18045.0,6353.0,3047.0,1011.0,361.0,182.0,272.0,0.043119814634875554
172,Psycho-Pass,173.0,50,8.37,22.0,TV,https://myanimelist.net/anime/13601/Psycho-Pass,Fall 2012 ,Psycho-Pass,サイコパス,Psychopath,Finished Airing ,"Oct 12, 2012 to Mar 22, 2013 ",Fridays at 00:45 (JST) ,"Dentsu, Fuji TV, Nitroplus, Sony Music Entertainment, TOHO animation, Kyoraku Industrial Holdings ",Funimation ,Production I.G ,Original ,"Action, Sci-Fi, Police, Psychological, Thriller",23 min. per ep. ,R - 17+ (violence & profanity) ,32680,1291640,86161,759736,57546,39159,349038,110179.0,195007.0,192821.0,91731.0,29506.0,12397.0,4544.0,1607.0,733.0,1120.0,0.0430149420324955
