,Name,Score rank,Popularity rank,Score,Episodes,Type,Link,Premiered,English name,Japanese name,Synonyms,Status,Aired,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Members Favorites,Members Total,Members Watching,Members Completed,Members On-Hold,Members Dropped,Members Plan to Watch,Members score 10,Members score 9,Members score 8,Members score 7,Members score 6,Members score 5,Members score 4,Members score 3,Members score 2,Members score 1,F10
529,Kotonoha no Niwa,550.0,185,8.0,1.0,Movie,https://myanimelist.net/anime/16782/Kotonoha_no_Niwa,,The Garden of Words,言の葉の庭,"Koto no Ha no Niwa, The Garden of Kotonoha",Finished Airing ,"May 31, 2013 ",,"The Answer Studio, TOHO animation ",Sentai Filmworks ,CoMix Wave Films ,Original ,"Slice of Life, Psychological, Drama, Romance",46 min. ,PG-13 - Teens 13 or older ,5525,633226,11336,476629,3192,1046,141023,53974.0,88603.0,118449.0,76343.0,28130.0,10990.0,3919.0,1421.0,634.0,739.0,0.011591825088276206
58,Shingeki no Kyojin Season 3,59.0,32,8.63,12.0,TV,https://myanimelist.net/anime/35760/Shingeki_no_Kyojin_Season_3,Summer 2018 ,Attack on Titan Season 3,進撃の巨人 Season3,,Finished Airing ,"Jul 23, 2018 to Oct 15, 2018 ",Mondays at 00:35 (JST) ,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise ",Funimation ,Wit Studio ,Manga ,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",23 min. per ep. ,R - 17+ (violence & profanity) ,14276,1469277,65583,1240943,10746,6463,145542,252721.0,321263.0,266038.0,95725.0,23968.0,7427.0,2915.0,1154.0,558.0,1961.0,0.011504154501858667
1387,Sword Art Online: Alicization,1390.0,146,7.56,24.0,TV,https://myanimelist.net/anime/36474/Sword_Art_Online__Alicization,Fall 2018 ,Sword Art Online: Alicization,ソードアート・オンライン アリシゼーション,"Sword Art Online III, SAO Alicization, Sword Art Online 3, SAO 3",Finished Airing ,"Oct 7, 2018 to Mar 31, 2019 ",Sundays at 00:00 (JST) ,"Aniplex, Genco, Bandai Namco Entertainment, Egg Firm, Straight Edge, Kadokawa ",Aniplex of America ,A-1 Pictures ,Light novel ,"Action, Game, Adventure, Romance, Fantasy",24 min. per ep. ,R - 17+ (violence & profanity) ,5620,725553,70296,503345,16878,22816,112218,53347.0,65544.0,114918.0,96956.0,43290.0,20740.0,10771.0,5082.0,2775.0,3357.0,0.011165304115467522
223,Kono Subarashii Sekai ni Shukufuku wo! 2,224.0,74,8.3,10.0,TV,https://myanimelist.net/anime/32937/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2,Winter 2017 ,KonoSuba: God's Blessing on This Wonderful World! 2,この素晴らしい世界に祝福を！ 2,Give Blessings to This Wonderful World! 2,Finished Airing ,"Jan 12, 2017 to Mar 16, 2017 ",Thursdays at 01:05 (JST) ,"Kadokawa Shoten, Nippon Columbia, KlockWorx, Sony Music Communications, Toranoana, 81 Produce, Kadokawa Media House ",Discotek Media ,Studio Deen ,Light novel ,"Adventure, Comedy, Parody, Supernatural, Magic, Fantasy",23 min. per ep. ,PG-13 - Teens 13 or older ,10027,1091326,44433,912265,13135,9475,112018,119093.0,209208.0,240844.0,108307.0,30330.0,10252.0,3466.0,1256.0,708.0,934.0,0.010991323792976822
242,Boku no Hero Academia 2nd Season,243.0,14,8.27,25.0,TV,https://myanimelist.net/anime/33486/Boku_no_Hero_Academia_2nd_Season,Spring 2017 ,My Hero Academia 2,僕のヒーローアカデミア,,Finished Airing ,"Apr 1, 2017 to Sep 30, 2017 ",Saturdays at 17:30 (JST) ,"Dentsu, Yomiuri Telecasting, Movic, Sony Music Entertainment, TOHO animation, Shueisha ",Funimation ,Bones ,Manga ,"Action, Comedy, Super Power, School, Shounen",23 min. per ep. ,PG-13 - Teens 13 or older ,16327,1813367,114672,1578246,16850,12774,90825,201739.0,349974.0,401023.0,202370.0,58035.0,20304.0,5786.0,2222.0,1159.0,2468.0,0.010345028595035248
331,Toki wo Kakeru Shoujo,332.0,176,8.18,1.0,Movie,https://myanimelist.net/anime/2236/Toki_wo_Kakeru_Shoujo,,The Girl Who Leapt Through Time,時をかける少女,"Toki wo Kakeru Shojo, TokiKake, Toki o Kakeru Shojo, The Girl Who Cut Time, The Little Girl Who Conquered Time",Finished Airing ,"Jul 15, 2006 ",,"Kadokawa Shoten, Bandai, Memory-Tech, Happinet Pictures ","Funimation, Bandai Entertainment, Kadokawa Pictures USA ",Madhouse ,Novel ,"Adventure, Drama, Romance, Sci-Fi",1 hr. 38 min. ,G - All Ages ,5044,650140,9881,489158,3617,1632,145852,57832.0,101350.0,123130.0,68888.0,20982.0,7046.0,2242.0,761.0,286.0,401.0,0.010311596662019225
111,Shingeki no Kyojin Season 2,112.0,13,8.48,12.0,TV,https://myanimelist.net/anime/25777/Shingeki_no_Kyojin_Season_2,Spring 2017 ,Attack on Titan Season 2,進撃の巨人 Season2,,Finished Airing ,"Apr 1, 2017 to Jun 17, 2017 ",Saturdays at 22:00 (JST) ,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise ",Funimation ,Wit Studio ,Manga ,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",24 min. per ep. ,R - 17+ (violence & profanity) ,16168,1830105,75541,1569734,15472,13026,156332,290189.0,364920.0,355127.0,153950.0,42796.0,14090.0,5577.0,1909.0,947.0,2378.0,0.010299834239431649
820,Hataraku Maou-sama!,821.0,64,7.81,13.0,TV,https://myanimelist.net/anime/15809/Hataraku_Maou-sama,Spring 2013 ,The Devil is a Part-Timer!,はたらく魔王さま!,Hataraku Maou-sama!,Finished Airing ,"Apr 4, 2013 to Jun 27, 2013 ",Thursdays at 22:00 (JST) ,"Sotsu, Lantis, Pony Canyon, Magic Capsule, Infinite ",Funimation ,White Fox ,Light novel ,"Comedy, Demons, Supernatural, Romance, Fantasy",24 min. per ep. ,PG-13 - Teens 13 or older ,9231,1157580,44382,910080,22132,17410,163576,63515.0,137839.0,246879.0,182198.0,58659.0,20986.0,5956.0,1903.0,766.0,730.0,0.010143064345991562
1075,Prison School,1076.0,136,7.68,12.0,TV,https://myanimelist.net/anime/30240/Prison_School,Summer 2015 ,Prison School,監獄学園〈プリズンスクール〉,Kangoku Gakuen,Finished Airing ,"Jul 11, 2015 to Sep 26, 2015 ",Saturdays at 01:05 (JST) ,"Genco, Kodansha, Movic, Warner Bros. Japan, KlockWorx, Showgate ",Funimation ,J.C.Staff ,Manga ,"Comedy, Ecchi, Romance, School, Seinen",24 min. per ep. ,R+ - Mild Nudity ,5444,756501,31970,559829,15423,29861,119418,50805.0,77327.0,132832.0,103125.0,44285.0,19210.0,10178.0,4570.0,3060.0,2988.0,0.009724397985813526
1074,Prison School,1075.0,136,7.68,12.0,TV,https://myanimelist.net/anime/30240/Prison_School,Summer 2015 ,Prison School,監獄学園〈プリズンスクール〉,Kangoku Gakuen,Finished Airing ,"Jul 11, 2015 to Sep 26, 2015 ",Saturdays at 01:05 (JST) ,"Genco, Kodansha, Movic, Warner Bros. Japan, KlockWorx, Showgate ",Funimation ,J.C.Staff ,Manga ,"Comedy, Ecchi, Romance, School, Seinen",24 min. per ep. ,R+ - Mild Nudity ,5436,755531,31923,559138,15404,29825,119241,50769.0,77258.0,132662.0,102979.0,44199.0,19185.0,10159.0,4563.0,3052.0,2987.0,0.009722107959036946
317,Boku no Hero Academia 3rd Season,318.0,28,8.19,25.0,TV,https://myanimelist.net/anime/36456/Boku_no_Hero_Academia_3rd_Season,Spring 2018 ,My Hero Academia 3,僕のヒーローアカデミア,,Finished Airing ,"Apr 7, 2018 to Sep 29, 2018 ",Saturdays at 17:30 (JST) ,"Dentsu, Yomiuri Telecasting, Movic, Sony Music Entertainment, TOHO animation, Shueisha ",Funimation ,Bones ,Manga ,"Action, Comedy, Super Power, School, Shounen",23 min. per ep. ,PG-13 - Teens 13 or older ,11836,1524704,126593,1258850,16873,12957,109431,157271.0,264582.0,315866.0,173554.0,53112.0,19317.0,6126.0,2264.0,1052.0,2119.0,0.009402232196051952
518,Boku no Hero Academia 4th Season,519.0,71,8.02,25.0,TV,https://myanimelist.net/anime/38408/Boku_no_Hero_Academia_4th_Season,Fall 2019 ,My Hero Academia 4,僕のヒーローアカデミア,,Finished Airing ,"Oct 12, 2019 to Apr 4, 2020 ",Saturdays at 17:30 (JST) ,"Dentsu, Yomiuri Telecasting, Movic, Sony Music Entertainment, TOHO animation, Shueisha ",Funimation ,Bones ,Manga ,"Action, Comedy, Super Power, School, Shounen",24 min. per ep. ,PG-13 - Teens 13 or older ,7101,1117302,134752,800107,23031,16389,143023,95492.0,158108.0,210745.0,127566.0,45999.0,17836.0,6911.0,2508.0,1157.0,1658.0,0.008875062960329055
232,Tonari no Totoro,233.0,125,8.29,1.0,Movie,https://myanimelist.net/anime/523/Tonari_no_Totoro,,My Neighbor Totoro,となりのトトロ,My Neighbour Totoro,Finished Airing ,"Apr 16, 1988 ",,Studio Fantasia ,"Walt Disney Studios, GKIDS ",Studio Ghibli ,Original ,"Adventure, Comedy, Supernatural",1 hr. 26 min. ,G - All Ages ,5989,784459,8757,675223,2636,1189,96654,115015.0,124175.0,141927.0,84258.0,28817.0,10157.0,2883.0,912.0,404.0,657.0,0.008869662318967216
3171,Highschool of the Dead,3172.0,57,7.12,12.0,TV,https://myanimelist.net/anime/8074/Highschool_of_the_Dead,Summer 2010 ,High School of the Dead,学園黙示録 HIGHSCHOOL OF THE DEAD,"Gakuen Mokushiroku: Highschool of the Dead, HOTD, HSOTD",Finished Airing ,"Jul 5, 2010 to Sep 20, 2010 ",Mondays at 11:30 (JST) ,"Geneon Universal Entertainment, AT-X, Showgate ",Sentai Filmworks ,Madhouse ,Manga ,"Action, Horror, Supernatural, Ecchi, Shounen",24 min. per ep. ,R+ - Mild Nudity ,8249,1183673,36015,962673,17682,37214,130089,68813.0,91757.0,164010.0,198302.0,116269.0,59567.0,30929.0,14931.0,8963.0,6069.0,0.00856884944316502
3484,Tokyo Ghoul √A,3485.0,43,7.05,12.0,TV,https://myanimelist.net/anime/27899/Tokyo_Ghoul_√A,Winter 2015 ,Tokyo Ghoul √A,東京喰種√A,"Tokyo Ghoul Root A, Tokyo Ghoul 2nd Season, Tokyo Ghoul Second Season",Finished Airing ,"Jan 9, 2015 to Mar 27, 2015 ",Fridays at 00:00 (JST) ,"Marvelous AQL, Shueisha ",Funimation ,Studio Pierrot ,Manga ,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen",24 min. per ep. ,R - 17+ (violence & profanity) ,9150,1347767,43867,1180179,15513,32703,75505,106493.0,125417.0,181862.0,199294.0,127042.0,74199.0,53637.0,26266.0,15148.0,11356.0,0.007753061188175692
3486,Tokyo Ghoul √A,3485.0,43,7.05,12.0,TV,https://myanimelist.net/anime/27899/Tokyo_Ghoul_√A,Winter 2015 ,Tokyo Ghoul √A,東京喰種√A,"Tokyo Ghoul Root A, Tokyo Ghoul 2nd Season, Tokyo Ghoul Second Season",Finished Airing ,"Jan 9, 2015 to Mar 27, 2015 ",Fridays at 00:00 (JST) ,"Marvelous AQL, Shueisha ",Funimation ,Studio Pierrot ,Manga ,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen",24 min. per ep. ,R - 17+ (violence & profanity) ,9150,1347767,43867,1180179,15513,32703,75505,106493.0,125417.0,181862.0,199294.0,127042.0,74199.0,53637.0,26266.0,15148.0,11356.0,0.007753061188175692
2802,Deadman Wonderland,2803.0,86,7.2,12.0,TV,https://myanimelist.net/anime/6880/Deadman_Wonderland,Spring 2011 ,Deadman Wonderland,デッドマン・ワンダーランド,DEADMAN WONDERLAND,Finished Airing ,"Apr 17, 2011 to Jul 3, 2011 ",Sundays at 01:00 (JST) ,"Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, AMG MUSIC ",Funimation ,Manglobe ,Manga ,"Action, Horror, Sci-Fi, Shounen, Supernatural",24 min. per ep. ,R - 17+ (violence & profanity) ,5469,998640,36801,725263,24551,32284,179741,39027.0,71774.0,140603.0,163424.0,85862.0,38325.0,18639.0,7602.0,3611.0,2207.0,0.007540712817281455
4726,Sword Art Online II,4727.0,27,6.75,24.0,TV,https://myanimelist.net/anime/21881/Sword_Art_Online_II,Summer 2014 ,Sword Art Online II,ソードアート・オンライン II,"Phantom Bullet, SAO II, Sword Art Online 2, SAO 2",Finished Airing ,"Jul 5, 2014 to Dec 20, 2014 ",Mondays at 00:00 (JST) ,"Aniplex, Genco, ASCII Media Works, Bandai Namco Games ",Aniplex of America ,A-1 Pictures ,Light novel ,"Action, Game, Adventure, Romance, Fantasy",23 min. per ep. ,PG-13 - Teens 13 or older ,8359,1538957,67836,1289772,25587,71084,84678,88568.0,109179.0,185140.0,241086.0,168032.0,106433.0,69207.0,37427.0,23000.0,17782.0,0.006480990438620159
